apiId,station_name,evcs_coordinates,open_date,avg_pre_open,std_pre_open,avg_post_open,std_post_open,relative_change,Zscore,ev_lat,ev_lng,poi_lng,poi_lat,poi_name,category,group,subCategory,poi_zipcode,ev_zipcode,city,distance_m,distance_group,real city
complex:649d3fa060cebd002a3f57e7,The Veneto,"(40.756766, -73.967481)",6/21/2019,26.8739726,45.36755275,19.71038251,38.71947938,-0.26656238,-0.157901179,40.756766,-73.967481,-73.96514893,40.75405121,Beekman Parking,Car Shops & Services,Shops & Services,Parking,10022,10022,Manhattan,360.1546291,300-350m,Manhattan
venue:3062bbf00a2cab64668ba6ff,The Veneto,"(40.756766, -73.967481)",6/21/2019,87.22739726,88.80167009,57.52459016,72.18654067,-0.340521534,-0.33448478,40.756766,-73.967481,-73.96929169,40.75585175,Sukhumvit 51,Restaurants,Dining,Thai Restaurant,10022,10022,Manhattan,183.2895493,100-200m,Manhattan
venue:bd410ff8b9d7be9c3dbfd671,The Veneto,"(40.756766, -73.967481)",6/21/2019,120.139726,101.5330276,89.37978142,84.74193234,-0.256034749,-0.302955061,40.756766,-73.967481,-73.96546936,40.75862885,The Shadmoor,Restaurants,Dining,Seafood Restaurant,10022,10022,Manhattan,267.6101761,200-300m,Manhattan
venue:e254eaef2d8bd7e3159c9c7a,The Veneto,"(40.756766, -73.967481)",6/21/2019,77.01917808,82.27491549,41.01639344,56.85781116,-0.467452205,-0.437591269,40.756766,-73.967481,-73.96854401,40.75555801,The Stag's Head,Bars & Pubs,Leisure,Pub,10022,10022,Manhattan,161.4290849,100-200m,Manhattan
venue:65cc4760a913ac003be89de3,The Veneto,"(40.756766, -73.967481)",6/21/2019,86.44657534,88.19633767,53.05191257,70.90151405,-0.386304057,-0.378640017,40.756766,-73.967481,-73.96881866,40.75605392,Vivi Spa,Beauty & Spa,Beauty & Spa,Spa / Massage,10022,10022,Manhattan,137.7097564,100-200m,Manhattan
venue:abad4ae8ad75ed9dc955c1d3,The Veneto,"(40.756766, -73.967481)",6/21/2019,15.40273973,34.22259862,27.83060109,47.33719026,0.806860441,0.363147799,40.756766,-73.967481,-73.97064972,40.75474167,Barolo East,Restaurants,Dining,Italian Restaurant,10017,10022,Manhattan,349.1479841,300-350m,Manhattan
venue:bfc41d4666f548f39f5a961b,The Veneto,"(40.756766, -73.967481)",6/21/2019,68.94520548,82.74379403,35.81147541,49.67455708,-0.480580627,-0.400437646,40.756766,-73.967481,-73.96749115,40.75581741,Atomic Wings,Fast Food & QSR,Dining,Wings Joint,10022,10022,Manhattan,105.4818601,100-200m,Manhattan
venue:1a91e124a4a53d66f667d1bb,The Veneto,"(40.756766, -73.967481)",6/21/2019,9.873972603,28.40852888,6.032786885,18.49973021,-0.389021306,-0.135212412,40.756766,-73.967481,-73.96643829,40.75421143,Tsukushi,Restaurants,Dining,Restaurant,10022,10022,Manhattan,297.3232451,200-300m,Manhattan
venue:65cc524c610d1e0337d3d0d9,The Veneto,"(40.756766, -73.967481)",6/21/2019,6.81369863,26.73472304,6.595628415,20.3014375,-0.032004676,-0.008156816,40.756766,-73.967481,-73.9671936,40.756073,Premium Barber Shop,Beauty & Spa,Beauty & Spa,Salon / Barbershop,10022,10022,Manhattan,80.77097706,0-100m,Manhattan
complex:bcb7fdf31b708cad29be70c3,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,11301.7589,3197.627591,8744.904372,4844.036823,-0.226235098,-0.799609854,40.768432,-73.984033,-73.98304749,40.76844025,The Shops at Columbus Circle,Neighborhood Centers,Shopping Centers,Neighborhood Centers,10019,10019,Manhattan,82.99883179,0-100m,Manhattan
complex:649a9b9e857d1f009524ae46,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,8003.446575,2433.624747,5631.969945,2833.834154,-0.296306923,-0.974462736,40.768432,-73.984033,-73.98305511,40.76848602,Manhattan Parking Group,Car Shops & Services,Shops & Services,Parking,10019,10019,Manhattan,82.57079813,0-100m,Manhattan
complex:d3e53e79b3dd5a391310ec39,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,1763.271233,691.4922472,1813.896175,699.9379426,0.028710808,0.073211149,40.768432,-73.984033,-73.98680115,40.76966476,Mount Sinai West,General Medical Centers and Hospitals,Medical & Health,General Hospital,10019,10019,Manhattan,270.4303366,200-300m,Manhattan
complex:5af138091b5c0a7077a071ca,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,821.0027397,338.0671913,560.8278689,378.3189354,-0.316898907,-0.76959515,40.768432,-73.984033,-73.98197937,40.76739883,Museum of Arts and Design,Attractions,Leisure,Museum,10019,10019,Manhattan,207.6256573,200-300m,Manhattan
complex:c8be9e533c6e2c341a2ab8be,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,667.2493151,271.1500655,529.7076503,343.255493,-0.206132343,-0.507252929,40.768432,-73.984033,-73.98138428,40.76986694,Central Park West,Strip/Convenience,Shopping Centers,Strip/Convenience,10023,10019,Manhattan,274.2502213,200-300m,Manhattan
complex:13cb46ada8dc89a559a07d6b,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,539.939726,231.5592433,394.5928962,277.1618999,-0.269190843,-0.627687445,40.768432,-73.984033,-73.98155212,40.76912308,Trump International Hotel & Tower New York,Hotels & Casinos,Hotels & Casinos,Hotel,10023,10019,Manhattan,222.60784,200-300m,Manhattan
venue:c363f872a718d3112bdf4eee,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,1276.479452,446.2229248,1047.661202,625.2909635,-0.179257292,-0.512789095,40.768432,-73.984033,-73.98331451,40.76558304,Wendy's,Fast Food & QSR,Dining,Fast Food Restaurant,10019,10019,Manhattan,322.5167996,300-350m,Manhattan
venue:665026e4462d87001072bd73,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,757.4383562,477.7960157,529.6885246,407.4217582,-0.300684313,-0.476667498,40.768432,-73.984033,-73.98617554,40.76686096,Blue Seafood Bar and Eatery,Restaurants,Dining,Seafood Restaurant,10019,10019,Manhattan,251.1446421,200-300m,Manhattan
venue:3825308cb44ea6e9de8bdb0b,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,250.1616438,181.6330943,200.8770492,196.8567901,-0.197010996,-0.271341491,40.768432,-73.984033,-73.98270416,40.76557541,Patsy's Italian Restaurant,Restaurants,Dining,Italian Restaurant,10019,10019,Manhattan,336.7756043,300-350m,Manhattan
venue:89cced786aba555ccd2f6e58,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,207.109589,151.4314448,125.3497268,116.9371595,-0.394766185,-0.539913374,40.768432,-73.984033,-73.98612213,40.76691818,Route 66 Cafe,Restaurants,Dining,American Restaurant,10019,10019,Manhattan,243.4916496,200-300m,Manhattan
venue:7ac7ba9b04c63d57fec8909a,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,62.49589041,88.02327433,54.39344262,76.74789443,-0.129647689,-0.092048925,40.768432,-73.984033,-73.98751831,40.76588058,Medi Wine Bar,Restaurants,Dining,Mediterranean Restaurant,10019,10019,Manhattan,408.2169807,300-350m,Manhattan
venue:b91a13b39d3bffd6546a2cde,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,64.69589041,95.61017527,52.68032787,76.62428526,-0.185723737,-0.125672425,40.768432,-73.984033,-73.98767853,40.76577759,Bar Nine,Bars & Pubs,Leisure,Bar,10019,10019,Manhattan,425.8794458,300-350m,Manhattan
venue:f740023d8fb0cab556d4a8c6,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,184.7643836,148.8016208,106.7103825,104.0752007,-0.422451554,-0.524550745,40.768432,-73.984033,-73.98401642,40.76564789,The Vitamin Shoppe,Drugstores & Pharmacies,Medical & Health,Supplement Shop,10019,10019,Manhattan,309.5820561,300-350m,Manhattan
venue:58052855eca3c9e7e0367553,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,162.0493151,92.7887106,127.773224,87.31320065,-0.21151642,-0.369399368,40.768432,-73.984033,-73.98298645,40.76566315,Da Vinci Hotel,Hotels & Casinos,Hotels & Casinos,Hotel,10019,10019,Manhattan,320.2488564,300-350m,Manhattan
venue:38026bef9f511aba2e8c1dd8,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,81.25479452,91.17609613,61.2568306,74.09109273,-0.246114264,-0.219333408,40.768432,-73.984033,-73.98769379,40.76682281,BluePearl Pet Hospital,Pet Stores & Services,Shops & Services,Veterinarian,10019,10019,Manhattan,356.4579068,300-350m,Manhattan
venue:ae272bf62002bfe419544de8,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,63.0630137,85.03227491,45.75956284,62.72948754,-0.274383507,-0.203492743,40.768432,-73.984033,-73.98760223,40.76677322,Hells Kitchen wines & spirits (Formerly known as 54 wines & spirits),Groceries,Groceries,Liquor Store,10019,10019,Manhattan,352.6629668,300-350m,Manhattan
venue:d90b50a634e9ca9c4fd4f413,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,46.00821918,65.53526388,38.31420765,53.55690524,-0.16723124,-0.117402618,40.768432,-73.984033,-73.9839859,40.76571274,Rumours Bar Lounge & Grill,Bars & Pubs,Leisure,Pub,10019,10019,Manhattan,302.3939324,300-350m,Manhattan
venue:c99aa0d36266fd7f5e871770,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,96.98082192,87.11380812,83.5,95.72920569,-0.139005029,-0.154749542,40.768432,-73.984033,-73.98277283,40.76560211,Fuji Sushi,Restaurants,Dining,Sushi Restaurant,10019,10019,Manhattan,332.0837538,300-350m,Manhattan
venue:596d6131077351d490093510,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,24.60821918,53.27022588,17.57923497,40.78373306,-0.285635631,-0.131949585,40.768432,-73.984033,-73.98608398,40.76696777,Ninth Avenue Wine & Liquor,Groceries,Groceries,Wine Shop,10019,10019,Manhattan,237.3647147,200-300m,Manhattan
venue:3724971130ace4cf9b2cef5f,Coliseum Park Apts - Central Parking,"(40.768432, -73.984033)",6/19/2019,136.4931507,108.791327,79.12295082,90.75744382,-0.420315595,-0.527341668,40.768432,-73.984033,-73.9838028,40.76579666,Cancun Restaurant NYC,Restaurants,Dining,Mexican Restaurant,10019,10019,Manhattan,293.677014,200-300m,Manhattan
complex:5e68ba837a6c0c2d41bde13b,Astor Place,"(40.7297, -73.991565)",6/21/2019,141.0821918,168.4143368,108.7076503,147.2917496,-0.229472913,-0.192231506,40.7297,-73.991565,-73.98880768,40.7315979,AMC Village 7,Theaters & Music Venues,Leisure,Movie Theater,10003,10003,Manhattan,313.8742339,300-350m,Manhattan
venue:38aded0b8a28468ffbb97408,Astor Place,"(40.7297, -73.991565)",6/21/2019,1690.953425,511.0448525,1155.202186,634.9669197,-0.316833823,-1.048344849,40.7297,-73.991565,-73.99073029,40.7279129,"The Standard, East Village",Hotels & Casinos,Hotels & Casinos,Hotel,10003,10003,Manhattan,210.7970795,200-300m,Manhattan
venue:92ddfe069a5f69a4a7c0934c,Astor Place,"(40.7297, -73.991565)",6/21/2019,671.0109589,484.0947651,528.4180328,528.5121454,-0.212504616,-0.294555811,40.7297,-73.991565,-73.99132538,40.7268486,Phebe's,Bars & Pubs,Leisure,Bar,10003,10003,Manhattan,317.7034973,300-350m,Manhattan
complex:6479aeb064aafd002a65e7ed,Astor Place,"(40.7297, -73.991565)",6/21/2019,151.7561644,131.5221882,65.28142077,73.00932599,-0.569826893,-0.657491674,40.7297,-73.991565,-73.99123383,40.72916031,Carl Fischer Building,Other,Buildings and Entertainment Centers,Building,10003,10003,Manhattan,66.18166718,0-100m,Manhattan
venue:661a73617f5728002d370af8,Astor Place,"(40.7297, -73.991565)",6/21/2019,397.0136986,281.9286839,233.0437158,230.2860479,-0.413008376,-0.581600923,40.7297,-73.991565,-73.98830414,40.72907257,Bull McCabes,Bars & Pubs,Leisure,Bar,10003,10003,Manhattan,283.4903661,200-300m,Manhattan
venue:5e67ad53415f920c9b55097e,Astor Place,"(40.7297, -73.991565)",6/21/2019,303.7835616,208.6243397,498.2650273,386.8518717,0.640197464,0.932208897,40.7297,-73.991565,-73.98859406,40.73097229,The Smith,Restaurants,Dining,American Restaurant,10003,10003,Manhattan,287.547557,200-300m,Manhattan
venue:595b2e38f71a5bf328e352eb,Astor Place,"(40.7297, -73.991565)",6/21/2019,481.4767123,286.5657062,320.8551913,266.3002185,-0.333601848,-0.560505035,40.7297,-73.991565,-73.99176025,40.72900391,The Public Theater,Attractions,Leisure,Performing Arts Venue,10003,10003,Manhattan,79.13092192,0-100m,Manhattan
venue:99ba5509d90800d3c6d3031c,Astor Place,"(40.7297, -73.991565)",6/21/2019,260.5753425,166.1839903,195.2978142,175.055784,-0.250513067,-0.392802749,40.7297,-73.991565,-73.99433136,40.72704697,Bondst,Restaurants,Dining,Japanese Restaurant,10012,10003,Manhattan,375.9864152,300-350m,Manhattan
venue:6e00a55deb6e368bb656cad2,Astor Place,"(40.7297, -73.991565)",6/21/2019,348.4109589,207.2448408,253.5846995,183.1485726,-0.272167844,-0.457556671,40.7297,-73.991565,-73.98826599,40.73223114,Han Dynasty,Restaurants,Dining,Restaurant,10003,10003,Manhattan,395.5839547,300-350m,Manhattan
venue:a86d691ab46d7e4f5d86c7c4,Astor Place,"(40.7297, -73.991565)",6/21/2019,286.4219178,191.8144208,222.0628415,188.5005545,-0.224700249,-0.335527829,40.7297,-73.991565,-73.99234009,40.72727203,Swift Hibernian Lounge,Bars & Pubs,Leisure,Irish Pub,10003,10003,Manhattan,277.7657945,200-300m,Manhattan
venue:65cdd28ca913ac036f2c150a,Astor Place,"(40.7297, -73.991565)",6/21/2019,429.6109589,263.5711987,281.3114754,265.0258219,-0.345194834,-0.562654358,40.7297,-73.991565,-73.99224091,40.72937775,Astor Place Theatre,Attractions,Leisure,Performing Arts Venue,10003,10003,Manhattan,67.28875883,0-100m,Manhattan
venue:2544587c28a784f2a022cf4a,Astor Place,"(40.7297, -73.991565)",6/21/2019,310.7369863,211.9618898,190.6338798,178.9041294,-0.386510495,-0.566625947,40.7297,-73.991565,-73.99339294,40.72980118,Fresh & Co,Restaurants,Dining,Salad Place,10003,10003,Manhattan,154.4381109,100-200m,Manhattan
venue:ad1baa9e3ab617e38d7de512,Astor Place,"(40.7297, -73.991565)",6/21/2019,222.4356164,200.549929,147.9234973,165.1626003,-0.334982861,-0.371538996,40.7297,-73.991565,-73.99357605,40.73121262,Just Salad,Restaurants,Dining,Salad Place,10003,10003,Manhattan,238.7570011,200-300m,Manhattan
venue:fb60158c6e992d784a22f507,Astor Place,"(40.7297, -73.991565)",6/21/2019,222.9232877,178.9133243,144.1420765,151.4401967,-0.353400544,-0.440331716,40.7297,-73.991565,-73.99234772,40.72927094,Indochine,Restaurants,Dining,Vietnamese Restaurant,10003,10003,Manhattan,81.4014064,0-100m,Manhattan
venue:f1495b6fdc01dea171d40582,Astor Place,"(40.7297, -73.991565)",6/21/2019,22.49863014,42.41407764,16.09562842,30.85403786,-0.284595181,-0.150964069,40.7297,-73.991565,-73.98783112,40.72959137,HI-Collar,"Breakfast, Coffee, Bakeries & Dessert Shops",Dining,Coffee Shop,10003,10003,Manhattan,314.8603214,300-350m,Manhattan
venue:b0cc94804031cc4d87bad75f,Astor Place,"(40.7297, -73.991565)",6/21/2019,121.1835616,108.2925766,86.15300546,95.75598886,-0.289070198,-0.323480679,40.7297,-73.991565,-73.98858643,40.72956085,Yakiniku West,Restaurants,Dining,Japanese Restaurant,10003,10003,Manhattan,251.4602709,200-300m,Manhattan
venue:cd74a59b9e715cf503952442,Astor Place,"(40.7297, -73.991565)",6/21/2019,21.49315068,63.84461806,22.46174863,58.47783714,0.045065424,0.015171176,40.7297,-73.991565,-73.99350739,40.7311821,Warhammer,"Hobbies, Gifts & Crafts",Shops & Services,Hobby Shop,10003,10003,Manhattan,232.2661363,200-300m,Manhattan
venue:507e53de330e0059eb2b08d8,Astor Place,"(40.7297, -73.991565)",6/21/2019,53.71506849,84.71222078,50.3715847,78.31939287,-0.062244802,-0.03946873,40.7297,-73.991565,-73.98807526,40.72699738,Beetle House,Bars & Pubs,Leisure,Bar,10003,10003,Manhattan,420.4562534,300-350m,Manhattan
complex:5d653b577afe4d577600e674,Superior Ink,"(40.737537, -74.00983)",6/21/2019,3381.553425,1796.340646,2047.581967,1493.529418,-0.394484809,-0.742604951,40.737537,-74.00983,-74.0089035,40.73965073,Whitney Museum of American Art,Attractions,Leisure,Museum,10014,10014,Manhattan,247.6594507,200-300m,Manhattan
venue:3adba04b861f457999b97d40,Superior Ink,"(40.737537, -74.00983)",6/21/2019,2710.40274,1915.342841,1569.65847,1380.837169,-0.420876297,-0.595582287,40.737537,-74.00983,-74.00888824,40.73965836,Whitney Museum of American Art,Attractions,Leisure,Art Museum,10014,10014,Manhattan,248.8716777,200-300m,Manhattan
complex:6585aaaf3673291ca0492460,Superior Ink,"(40.737537, -74.00983)",6/21/2019,305.4739726,228.7962828,219.4371585,214.7254383,-0.281650228,-0.376041136,40.737537,-74.00983,-74.00624847,40.74020386,Building at 21-27 9th Ave,Other,Buildings and Entertainment Centers,Building,10014,10014,Manhattan,423.0713018,300-350m,Manhattan
venue:2483d086017d8c2c71f66ff5,Superior Ink,"(40.737537, -74.00983)",6/21/2019,240.6356164,198.2392448,183.7103825,185.1125633,-0.236561964,-0.287154211,40.737537,-74.00983,-74.00619507,40.73563766,White Horse Tavern,Bars & Pubs,Leisure,Bar,10014,10014,Manhattan,372.0195956,300-350m,Manhattan
venue:16ac36e6b937c8c941f6ce1c,Superior Ink,"(40.737537, -74.00983)",6/21/2019,339.0630137,224.0600853,349.0765027,225.1064154,0.029532826,0.044691088,40.737537,-74.00983,-74.00671387,40.73720169,D'Agostino,Groceries,Groceries,Grocery Store,10014,10014,Manhattan,265.1787386,200-300m,Manhattan
venue:14ba01241ea38ba4b23abf83,Superior Ink,"(40.737537, -74.00983)",6/21/2019,163.4712329,153.9908031,127.7377049,156.2781751,-0.218592148,-0.232049754,40.737537,-74.00983,-74.00617981,40.73615265,Hudson Hound,Restaurants,Dining,Restaurant,10014,10014,Manhattan,343.9158932,300-350m,Manhattan
venue:916f7a0cb61be0bde38d2884,Superior Ink,"(40.737537, -74.00983)",6/21/2019,117.5616438,145.573363,91.76502732,120.7367769,-0.219430553,-0.177206983,40.737537,-74.00983,-74.00798035,40.73740768,Entwine Cocktail Bar,Bars & Pubs,Leisure,Cocktail Bar,10014,10014,Manhattan,156.5010499,100-200m,Manhattan
venue:f231a54a51c1015ac366cac6,Superior Ink,"(40.737537, -74.00983)",6/21/2019,79.80821918,117.851958,56.3715847,87.96685965,-0.293661915,-0.198865041,40.737537,-74.00983,-74.00813293,40.7363205,Automatic Slims,Bars & Pubs,Leisure,Bar,10014,10014,Manhattan,196.8305473,100-200m,Manhattan
venue:94fbd985b63ca020ddb04bdc,Superior Ink,"(40.737537, -74.00983)",6/21/2019,25.22739726,72.20324119,94.64754098,115.4050821,2.751775897,0.961454674,40.737537,-74.00983,-74.0066452,40.73921585,Hermes,Fashion Accessories,Apparel,Leather Goods Store,10014,10014,Manhattan,326.8763895,300-350m,Manhattan
venue:4799866d76565a63c50085ff,Superior Ink,"(40.737537, -74.00983)",6/21/2019,104.7178082,124.0630371,59.76229508,83.85607892,-0.429301509,-0.36236025,40.737537,-74.00983,-74.00819397,40.73545456,Wallse,Restaurants,Dining,Restaurant,10014,10014,Manhattan,269.4794822,200-300m,Manhattan
venue:3ae29d89563186c09c1bcd3b,Superior Ink,"(40.737537, -74.00983)",6/21/2019,178.5369863,152.281412,108.2540984,109.7017547,-0.3936601,-0.461532941,40.737537,-74.00983,-74.00615692,40.73633575,The Butcher's Daughter,Restaurants,Dining,Vegetarian / Vegan Restaurant,10014,10014,Manhattan,337.0671803,300-350m,Manhattan
venue:e2dc08c1f522781efe6d5486,Superior Ink,"(40.737537, -74.00983)",6/21/2019,33.24383562,55.41276925,21.55191257,40.93999999,-0.351701987,-0.210996909,40.737537,-74.00983,-74.00779724,40.73962402,Warby Parker,Stores & Services,Shops & Services,Optical Shop,10014,10014,Manhattan,288.4197103,200-300m,Manhattan
venue:5ef35797c73b73073f68700a,Superior Ink,"(40.737537, -74.00983)",6/21/2019,116.6273973,129.1202196,72.82786885,91.14811303,-0.375550938,-0.339215102,40.737537,-74.00983,-74.00782776,40.74005508,Vince,Clothing,Apparel,Clothing Store,10014,10014,Manhattan,326.8878579,300-350m,Manhattan
venue:2c62cc42cee39e3b9164df09,Superior Ink,"(40.737537, -74.00983)",6/21/2019,37.87123288,65.09931019,42.31693989,63.57145123,0.117390079,0.068291154,40.737537,-74.00983,-74.0063324,40.73886871,Christian Louboutin,Clothing,Apparel,Shoe Store,10014,10014,Manhattan,329.7944224,300-350m,Manhattan
venue:66aa2602ec471c0442727324,Superior Ink,"(40.737537, -74.00983)",6/21/2019,14.14520548,38.84250052,7.980874317,23.4874998,-0.435789439,-0.158700678,40.737537,-74.00983,-74.00615692,40.73639297,Meme,Restaurants,Dining,Mediterranean Restaurant,10014,10014,Manhattan,334.5966962,300-350m,Manhattan
venue:262b6720f340f2ac3bca6e77,Superior Ink,"(40.737537, -74.00983)",6/21/2019,4.78630137,23.07913593,3.095628415,14.11475988,-0.353231613,-0.07325547,40.737537,-74.00983,-74.00635529,40.73488617,Mimi Vang Olsen-Portrait Pntr,Furniture and Home Furnishings,Home Improvements & Furnishings,Antique Shop,10014,10014,Manhattan,415.4417846,300-350m,Manhattan
venue:ac3e64e0b846571cda4bbb24,Superior Ink,"(40.737537, -74.00983)",6/21/2019,59.31780822,84.60082635,26.88251366,49.27484974,-0.546805344,-0.383392172,40.737537,-74.00983,-74.0065155,40.7404213,Arhaus,Furniture and Home Furnishings,Home Improvements & Furnishings,Furniture / Home Store,10014,10014,Manhattan,425.2554269,300-350m,Manhattan
venue:b3eff7ecffcdb423cdd6b346,Superior Ink,"(40.737537, -74.00983)",6/21/2019,33.74246575,57.93667896,33.19125683,53.97641829,-0.016335763,-0.009513989,40.737537,-74.00983,-74.00765991,40.73957062,Ample Hills Creamery,"Breakfast, Coffee, Bakeries & Dessert Shops",Dining,Ice Cream Shop,10014,10014,Manhattan,290.7959886,200-300m,Manhattan
venue:238e2a1fb6886f16b6ca5cfe,Superior Ink,"(40.737537, -74.00983)",6/21/2019,210.3205479,175.2563076,138.8989071,151.2572449,-0.339584703,-0.407526792,40.737537,-74.00983,-74.0064621,40.73490524,Upright Brew House,Bars & Pubs,Leisure,Bar,10014,10014,Manhattan,407.6248322,300-350m,Manhattan
venue:f32d069e997401658ba24908,Superior Ink,"(40.737537, -74.00983)",6/21/2019,38.81643836,60.37781007,25.56284153,50.50859291,-0.341442888,-0.219511056,40.737537,-74.00983,-74.00641632,40.73499298,Joe & the Juice,"Breakfast, Coffee, Bakeries & Dessert Shops",Dining,Juice Bar,10014,10014,Manhattan,403.4190128,300-350m,Manhattan
venue:ec1372e49e80e674a52ad2bc,Superior Ink,"(40.737537, -74.00983)",6/21/2019,361.3780822,229.6201104,199.8825137,218.0102043,-0.446888111,-0.703316309,40.737537,-74.00983,-74.0066452,40.73554611,The Spotted Pig,"Breakfast, Coffee, Bakeries & Dessert Shops",Dining,Breakfast Spot,10014,10014,Manhattan,347.8657633,300-350m,Manhattan
complex:eb86d1c218f9a76dc40f9c05,TATABROOKFIELD #3,"(40.755093, -73.955605)",8/15/2019,184.7123288,141.200512,152.2704918,296.3943237,-0.175634389,-0.229757219,40.755093,-73.955605,-73.95456696,40.75679398,Roosevelt Island Racquet Club,"Stadiums, Arenas & Athletic Fields",Leisure,Tennis Court,10044,10044,Manhattan,208.3717049,200-300m,Manhattan
venue:ede503e5228fd629de8b83be,TATABROOKFIELD #3,"(40.755093, -73.955605)",8/15/2019,3.646575342,14.47633615,5.948087432,20.09511722,0.631143435,0.158984433,40.755093,-73.955605,-73.95739746,40.75279999,SUBWAY,Fast Food & QSR,Dining,Sandwich Place,10035,10044,Manhattan,296.3210605,200-300m,Manhattan
venue:8b0ed7171ae2fc755cfdb633,PANYNJ JFK Y GARAGE 2,"(40.64572, -73.779384)",11/2/2019,3031.545205,1458.168719,1924.557377,1334.548365,-0.365156299,-0.759163061,40.64572,-73.779384,-73.77764893,40.64583969,TWA Hotel,Hotels & Casinos,Hotels & Casinos,Hotel,11430,11430,Queens,146.9903461,100-200m,Queens
venue:62bd9107ea57ec25add65611,Mall at Bay Plaza - Tesla Supercharger,"(40.863231, -73.828839)",9/30/2019,12858.16438,5893.836695,6279.964481,7377.202335,-0.511597123,-1.116115061,40.863231,-73.828839,-73.82727814,40.86392593,Main Building,Other,Buildings and Entertainment Centers,Building,10475,10475,Bronx,152.3145117,100-200m,Bronx
venue:41ff849e711f85f1a3619467,Mall at Bay Plaza - Tesla Supercharger,"(40.863231, -73.828839)",9/30/2019,3472.947945,1712.516329,1965.409836,1989.899955,-0.434080249,-0.880305831,40.863231,-73.828839,-73.8263855,40.86474228,JCPenney,Department Stores,Apparel,Department Store,10475,10475,Bronx,266.098358,200-300m,Bronx
venue:aee02a68618c6a864e5fda30,Mall at Bay Plaza - Tesla Supercharger,"(40.863231, -73.828839)",9/30/2019,1511.676712,723.0823556,1033.696721,894.4134396,-0.316191939,-0.661031191,40.863231,-73.828839,-73.82804108,40.86475372,Forever 21,Clothing,Apparel,Clothing Store,10475,10475,Bronx,182.1295029,100-200m,Bronx
venue:b886e727ee41e117f7a2a34d,Mall at Bay Plaza - Tesla Supercharger,"(40.863231, -73.828839)",9/30/2019,1975.060274,1606.683519,1273.144809,1645.770995,-0.35538939,-0.436872263,40.863231,-73.828839,-73.82805634,40.86288834,Macy's,Department Stores,Apparel,Department Store,10475,10475,Bronx,76.05027625,0-100m,Bronx
venue:a9599feeccdf1b09e3cb8f8d,Mall at Bay Plaza - Tesla Supercharger,"(40.863231, -73.828839)",9/30/2019,720.0849315,740.4560786,131.2322404,498.0289348,-0.817754497,-0.795256745,40.863231,-73.828839,-73.82958984,40.86565781,Saks OFF 5TH,Department Stores,Apparel,Department Store,10475,10475,Bronx,277.1373255,200-300m,Bronx
venue:cec01ce193cec2b168ce6839,Mall at Bay Plaza - Tesla Supercharger,"(40.863231, -73.828839)",9/30/2019,492.430137,344.713153,301.7404372,329.3248317,-0.38724214,-0.553183707,40.863231,-73.828839,-73.82834625,40.86441803,Outback Steakhouse,Restaurants,Dining,Steakhouse,10475,10475,Bronx,138.3431383,100-200m,Bronx
venue:2e7128b8582ae2cba541f85d,528 W 162nd Garage-PARK-it - Tesla Destination,"(40.836588, -73.941328)",8/28/2019,829.1726027,401.8270777,889.5027322,382.5248331,0.072759434,0.150139532,40.836588,-73.941328,-73.93939972,40.83506775,C-Town Supermarkets,Groceries,Groceries,Grocery Store,10032,10033,Manhattan,234.2911461,200-300m,Manhattan
venue:66840e6cde2f081b89b2c31f,528 W 162nd Garage-PARK-it - Tesla Destination,"(40.836588, -73.941328)",8/28/2019,684.1369863,295.9094342,701.1748634,315.9940818,0.024904189,0.057578012,40.836588,-73.941328,-73.94329834,40.83693695,Shop Fair of Washington Heights,Drugstores & Pharmacies,Medical & Health,Supplement Shop,10032,10033,Manhattan,170.2403467,100-200m,Manhattan
